01,ADA,EUR,Y,100.0,0.44376,0.035,0.01,0.1,0.44999,0.43936,39,2022-09-29 16:43:18,1654710700716
11,ADA,EUR,Y,99.0,0.44948,0.05,0.01,0.1,0.45176,0.44501,11,2022-09-29 10:42:08,1654710700716
02,BTC,EUR,Y,90.25,19798.0,0.04,0.01,0.1,59508.0,19601.0,14,2022-11-08 05:29:28,1654710700716
03,DENT,EUR,Y,105.0,0.0010275,0.05,0.01,0.1,0.0012123,0.0010168,16,2022-09-12 18:08:23,1654710700716
04,ETH,EUR,Y,100.0,1592.0,0.05,0.01,0.1,2873.8,1576.2,22,2022-11-07 02:42:59,1654710700716
12,ETH,EUR,Y,13.0,1451.1,0.1,0.01,0.1,2873.8,1436.7,5,2022-11-08 06:29:39,1654710700716
05,HOT,EUR,Y,162.5,0.0023051,0.04,0.01,0.1,0.0023898,999999.0,23,2022-08-19 01:21:01,1654710700716
10,LUNA,EUR,Y,10.0,0.00025658,0.04,0.01,0.1,0.00026054,0.00025353,17,2022-11-05 05:58:44,1654710700716
09,SHIB,EUR,Y,10.0,1.2697e-05,0.05,0.01,0.2,2.1216e-05,1.257e-05,33,2022-11-04 10:18:50,1654710700716
06,WIN,EUR,Y,92.0,0.00012439,0.05,0.01,0.1,0.00012415,999999.0,8,2022-08-26 17:23:19,1654710700716
07,XRP,EUR,Y,90.0,0.44453,0.04,0.01,0.1,0.46975,0.42484,20,2022-09-17 01:03:09,1654710700716
08,ZRX,EUR,Y,105.0,0.31938,0.04,0.01,0.1,0.46666,999999.0,30,2022-08-19 04:11:13,1654710700716
